<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",346908,1,4,"Marksman","5","g",58.50,11,1.12.49,0.36.37,3.50," ","Barry Beatson","Dannevirke",47.20,0.00,200.00,"Sam Weatherley",58.50,0.00,45,0,0,"Approved Plates, Standard Bit",242640,"ROC DE CAMBES (NZ) 2004",233020,"BOOGIE NIGHTS (AUS) 2003",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",367080,3,11,"Rip Van Gogh","3","g",57.00,8,1.12.27,0.36.79,2.00," ","Jamie Richards","Matamata",2.70,0.00,200.00,"Danielle Johnson",57.00,0.00,51,0,0,"Approved Plates, Lugging Bit, Ear Covers, Nose Band, Tongue Tie",287683,"RIP VAN WINKLE (IRE) 2006",338772,"ON THE MOVE (AUS) 2013",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",376660,4,8,"Arklow","3","g",57.00,4,1.12.05,0.35.90,0.50," SHORT NECK","Anne Herbert","Awapuni",8.00,0.00,400.00,"Johnathan Parkes",57.00,0.00,50,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time)",313325,"POWER (GB) 2009",247637,"BAILLIEBOROUGH (NZ) 2005",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",381397,5,7,"Just Ben (AUS)","3","g",57.00,6,1.12.15,0.35.66,1.00," ","Gary Vile","Awapuni",37.90,0.00,200.00,"Shaun McKay",57.00,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band, Tongue Tie",311287,"BENFICA (AUS) 2008",381398,"FASTBEAT (AUS) 2011",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",375614,6,10,"Owen Moore","3","g",57.00,10,1.12.31,0.35.88,2.20," ","Allan Sharrock","New Plymouth",18.70,0.00,200.00,"Hazel Schofer",56.00,1.00,47,0,0,"Approved Plates, Lugging Bit",350344,"SWEYNESSE (AUS) 2011",216240,"UNEARTHED (NZ) 2000",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",395641,7,1,"Super Simon (AUS)","3","g",57.00,9,1.12.28,0.36.36,2.10," ","Kevin Gray","Copper Belt Lodge, Palmerston North",51.60,0.00,200.00,"Samantha Collett",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit",238385,"CHOISIR (AUS) 1999",269794,"PRINCESS KATIE (AUS) 2007",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",350033,8,3,"Melody Roxx","5","m",56.50,1,1.11.99,0.36.34,," HEAD","Sandy Dravitzki","New Plymouth",2.80,1.50,5400.00,"Lisa Allpress",56.50,0.00,54,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",227664,"SHARP MELODY (NZ) 2002",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",327040,9,13,"Thatz Daisy","6","m",56.50,5,1.12.11,0.36.69,0.70," ","Anne Davies","Wanganui",48.40,0.00,200.00,"Mereana Hudson",53.50,3.00,53,0,0,"Approved Plates, Hoof Pads (Front), Lugging Bit, Side Winkers",248728,"FULLY FLEDGED (NZ) 2005",206794,"FRANKIE THAT (NZ) 1999",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",352586,10,9,"Lilhoovesgotmoves","5","m",56.50,2,1.12.02,0.35.39,0.20," HEAD","Bryce Revell","New Plymouth",52.00,10.20,1500.00,"Ryan Elliot",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",225430,"FLYHIGH (AUS) 1998",
49650,2021-01-14,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI JC 14 JAN","Dead",4,"Fine","True",210210,1,,Flat,1200,"MDN","RACINGTIPS.CO.NZ – TRIBUTE TO GLENN WATSON MDN 1200",10000.00,11:55:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Dead",4,"Fine",381890,11,5,"Lady Telena (AUS)","3","f",55.00,7,1.12.25,0.36.05,1.80," ","Stephen Autridge & Kris Shailer","Matamata",13.80,0.00,200.00,"Craig Grylls",55.00,0.00,52,0,0,"Approved Plates, Lugging Bit",291339,"VESPA (NZ) 2011",326071,"LANGARA (AUS) 2010",
