<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",357110,1,9,"Just A Girl","4","m",57.50,8,1.09.82,0.36.18,5.40," ","Danny Crozier","Riccarton Park",5.10,0.00,200.00,"Tina Comignaghi",57.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers",336891,"EPAULETTE (AUS) 2009",352256,"BEAUTIFUL GIRL (AUS) 2011",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",357954,2,7,"Bright Flash","4","m",57.50,6,1.09.79,0.36.96,5.10," ","Steven Woodsford","Rangiora",15.00,0.00,200.00,"Kin Kwo",55.50,2.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers",241092,"ALAMOSA (NZ) 2004",268095,"LIGHTNING LUCY (NZ) 2008",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",334764,3,6,"Izzy Houdini","6","m",57.50,5,1.09.45,0.36.09,3.30," ","Jackie Burrows","Rolleston",9.10,0.00,200.00,"Lee Callaway",57.50,0.00,51,0,0,"Approved Plates, Lugging Bit",257403,"HE'S REMARKABLE (NZ) 2007",269099,"ROYAL ESCAPE (NZ) 2008",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",363908,5,2,"Cusack","4","m",57.50,9,1.10.14,0.36.56,7.20," ","Paul Harris","Rangiora",34.40,0.00,200.00,"Daniel Bothamley",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",301937,"REDWOOD (GB) 2006",287619,"PHARMACUSA (AUS) 2007",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",357098,6,4,"Uber Roca","4","m",57.50,4,1.09.40,0.36.60,3.00," NECK","Henry Gillies","Opaki",56.00,0.00,400.00,"Sanu Toolooa",54.50,3.00,45,0,0,"Approved Plates, Lugging Bit",287992,"EL ROCA (AUS) 2010",312857,"UBERFRAU (GB) 2001",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",375332,7,10,"Dioradelle","3","f",56.00,3,1.09.31,0.36.51,2.50," 1/2 LEN","Sarah & Matthew Smith","Ashburton",12.20,3.10,700.00,"Brett Murray",56.00,0.00,52,0,0,"Approved Plates, Lugging Bit, Shadow Roll",255433,"PERFECTLY READY (AUS) 2002",267563,"CITADELLE (NZ) 2008",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",367061,8,3,"Scala Sancta","3","f",56.00,2,1.09.01,0.35.65,0.50," 2 LEN","Shane Kennedy & Anna Furlong","Riccarton Park",5.00,1.60,1500.00,"Gosen Jogoo",56.00,0.00,52,0,0,"Approved Plates, Norton Bit, Blinkers",271956,"SACRED FALLS (NZ) 2009",284172,"FOOTSIE (NZ) 2010",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",372208,9,8,"Sooo Dusty","3","f",56.00,1,1.08.93,0.35.97,," 1/2 LEN","Andrew Carston","Riccarton Park",2.40,1.30,5800.00,"Kozzi Asano",55.00,1.00,52,0,0,"Approved Plates, Lugging Bit, Side Winkers",313325,"POWER (GB) 2009",232222,"LADY CAVALIER (NZ) 2002",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",378151,10,5,"Eulogy Show","3","f",56.00,7,1.09.81,0.36.05,5.30," ","Lyn Prendergast","West Melton",31.00,0.00,200.00,"Krishna Mudhoo",56.00,0.00,47,0,0,"Approved Plates, Lugging Bit",313563,"HIGHLY RECOMMENDED (AUS) 2008",247772,"EVERY CLOUD (NZ) 2005",
49648,2021-01-09,6,"Kumara","Industry","Race","Kumara RC","KUMARA RC 9 JAN","Dead",6,"Overcast","True | No Rain",209038,1,,Flat,1150,"MDN 2YO&UP F&M","NZB INSURANCE PEARL SERIES RACE",10000.00,12:27:00,"N",,"2yo&up","Maiden","f&m","sw","Dead",6,"Overcast",371238,12,1,"Diceland","3","f",56.00,10,1.10.65,0.37.29,10.00," ","Andrew Carston","Riccarton Park",20.50,0.00,200.00,"Rohan Mudhoo",54.00,2.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",300223,"ZACINTO (GB) 2006",237484,"DI CEE (NZ) 2003",
