<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",315867,1,5,"Powerball","8","g",60.00,2,0.55.75,0.31.92,0.10," LONG NECK","Rochelle Lockett","Wanganui",11.20,4.60,1500.00,"Faye Lazet",56.00,4.00,65,0,0,"Approved Plates, Lugging Bit",238456,"SAVABEEL (AUS) 2001",213526,"CONQUISTERAAD (NZ) 2000",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",340206,2,3,"Ace Royale","5","g",58.50,1,0.55.74,0.32.07,," 1/2 HEAD","John Kiernan","Levin",5.10,2.40,5600.00,"Jonathan Riddell",58.50,0.00,62,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",280637,"PER INCANTO (USA) 2004",227522,"CRISS CROSS (NZ) 2002",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",336060,3,2,"Rainbow Dundee","6","g",58.00,3,0.55.82,0.32.67,0.50," 1 3/4 LEN","Guy Lowry & Grant Cullen","Hastings",13.00,0.00,700.00,"Danielle Hirini",58.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Tongue Tie (1st time)",248728,"FULLY FLEDGED (NZ) 2005",241012,"SANDRA DEE (NZ) 2004",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",362616,4,6,"Miss Sweet Pee","4","m",56.50,5,0.56.43,0.33.26,4.80," 1 1/4 LEN","Fraser Auret","Marton",3.10,0.00,200.00,"Sarah Macnab",55.50,1.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",239040,"MOSSMAN (AUS) 1995",351911,"MONOLITH MISS (AUS) 2007",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",379008,5,1,"Platinum Dubai","3","f",55.00,6,0.56.61,0.33.14,6.10," ","Lisa Latta","Awapuni",3.30,0.00,200.00,"Lisa Allpress",55.00,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers on",353228,"PRIDE OF DUBAI (AUS) 2012",364049,"MUSICAL LADY (AUS) 2007",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209245,1,,Flat,1000,"Rating 65 Benchmark*","PUKEMANU BAR & EATERY R65 1000",10000.00,13:38:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Good",3,"Fine",332187,6,4,"La Landonne","6","m",54.00,4,0.56.08,0.32.59,2.30," 2 1/2 LEN","Shane Brown","Woodville",4.80,0.00,400.00,"Leah Hemi",54.00,0.00,56,0,0,"Approved Plates, Lugging Bit",255989,"IFFRAAJ (GB) 2001",257101,"WARREN'S SISTER (NZ) 2007",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209251,2,,Flat,1000,"MDN 2YO","JACKSON ST BAR 2YO MDN 1000",10000.00,14:15:00,"N",,"2yo","Maiden","unrestricted","sw","Good",3,"Fine",413061,1,4,"Ansu (AUS)","2","c",57.50,1,0.56.96,0.33.49,," 1 1/2 LEN","Peter Didham","Awapuni",6.50,3.10,5600.00,"Johnathan Parkes",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit",353212,"PRESS STATEMENT (AUS) 2012",413062,"BARELY BROWN (AUS) 2011",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209251,2,,Flat,1000,"MDN 2YO","JACKSON ST BAR 2YO MDN 1000",10000.00,14:15:00,"N",,"2yo","Maiden","unrestricted","sw","Good",3,"Fine",398811,2,7,"Titled (AUS)","2","c",57.50,2,0.57.19,0.33.29,1.50," 1 1/2 LEN","Johno Benner & Hollie Wynyard","Otaki",7.60,3.00,1500.00,"Jonathan Riddell",57.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",238870,"EXCEED AND EXCEL (AUS) 2000",283618,"TRICIA'O (NZ) 2010",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209251,2,,Flat,1000,"MDN 2YO","JACKSON ST BAR 2YO MDN 1000",10000.00,14:15:00,"N",,"2yo","Maiden","unrestricted","sw","Good",3,"Fine",396980,3,1,"Hillaby (AUS)","2","f",55.50,3,0.57.41,0.33.99,3.00," 1 3/4 LEN","Johno Benner & Hollie Wynyard","Otaki",2.40,0.00,700.00,"Lisa Allpress",55.50,0.00,47,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band (1st time)",344019,"SHOOTING TO WIN (AUS) 2011",294301,"THRILL (NZ) 2011",
49641,2021-01-02,7,"Tauherenikau","Industry","Race","Wairarapa RC","WAIRARAPA RC 2 JAN","Good",3,"Fine","True",209251,2,,Flat,1000,"MDN 2YO","JACKSON ST BAR 2YO MDN 1000",10000.00,14:15:00,"N",,"2yo","Maiden","unrestricted","sw","Good",3,"Fine",393307,4,2,"Shezzacharmer","2","f",55.50,5,0.57.72,0.34.06,5.00," 1 LEN","Peter Lock","Te Aroha",4.70,0.00,200.00,"Ashvin Mudhoo",52.50,3.00,47,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit",337951,"CHARM SPIRIT (IRE) 2011",268289,"LUNAR ECLIPSE (NZ) 2008",
