<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",359339,1,9,"Benny Lincoln","4","g",58.50,8,1.25.18,0.38.53,7.50," ","Michael House","Prebbleton",6.00,0.00,200.00,"Daniel Bothamley",58.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers",258606,"JIMMY CHOUX (NZ) 2007",277824,"MUSIGNY (AUS) 2006",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",323652,2,4,"Port Stephens","7","g",58.50,11,1.25.81,0.38.95,11.90," ","Gary Gibson","Gore",22.30,0.00,200.00,"Terry Moseley",58.50,0.00,52,0,0,"Approved Plates, Norton Bit (1st time), Blinkers, Nasal Strip (1st time)",277609,"RAISE THE FLAG (GB) 2005",194531,"POPETA (NZ) 1997",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",375993,3,3,"Capo Dell Impero","3","g",57.00,10,1.25.72,0.37.93,11.10," ","Brian & Shane Anderton","Wingatui",11.60,0.00,200.00,"Jacob Lowry",57.00,0.00,45,0,0,"Approved Plates, Lugging Bit",338027,"GHIBELLINES (AUS) 2011",266018,"GALLANT BABE (NZ) 2008",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",360934,4,10,"Fairway Flight","4","m",56.50,1,1.24.02,0.38.03,," 1 1/2 LEN","Leda Beck","Winton",3.10,1.50,5400.00,"Samantha Wynne",56.50,0.00,53,0,0,"Approved Plates, Lugging Bit, Blinkers",313563,"HIGHLY RECOMMENDED (AUS) 2008",264745,"NIMBUS FLIGHT (NZ) 2008",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",359055,5,8,"Crystal Bellini","4","m",56.50,5,1.24.81,0.38.47,5.10," ","Brian & Shane Anderton","Wingatui",7.30,0.00,200.00,"Courtney Barnes",56.50,0.00,51,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Nose Band, Tongue Tie",338027,"GHIBELLINES (AUS) 2011",216074,"MEGAGEM (NZ) 2000",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",345088,6,7,"Vague","5","m",56.50,2,1.24.25,0.37.39,1.50," 1 1/2 LEN","Leonard Stewart","Timaru",10.70,2.90,1500.00,"Gosen Jogoo",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Blinkers",289930,"TOBIQUE (AUS) 2005",207880,"VAGUELY JET (NZ) 1999",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",354184,7,5,"On The Backfoot","4","m",56.50,6,1.25.00,0.38.39,6.40," ","Andrea Dickson","Riverton",20.00,0.00,200.00,"Lee Callaway",56.50,0.00,47,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",256843,"OUR BELLA ROSE (NZ) 2007",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",344371,8,6,"Irish Heart","5","m",56.50,3,1.24.48,0.38.46,3.00," NECK","Maurice Forde","Riverton",24.10,5.20,700.00,"Akshay Balloo",56.50,0.00,45,0,0,"Approved Plates, Lugging Bit, Blinkers",172521,"O'REILLY (NZ) 1993",293485,"REHAB (NZ) 2011",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",349463,9,1,"Jacksantens","5","m",56.50,7,1.25.13,0.37.83,7.20," ","Terry Kennedy","Wingatui",10.90,0.00,200.00,"Kozzi Asano",55.50,1.00,45,0,0,"Approved Plates, Lugging Bit",277609,"RAISE THE FLAG (GB) 2005",251215,"JACKSANFIVES (NZ) 2006",
49658,2021-01-23,6,"Gore","Feature","Race","Gore RC","GORE RC 23 JAN","Slow",8,"Drizzling","True | 5mm Rain Overnight",210440,1,,Flat,1335,"MDN","ABERNETHY CONTRACTING",10000.00,11:29:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Drizzling",379580,11,12,"Drumisle","3","f",55.00,9,1.25.52,0.39.18,9.80," ","Amanda Schwarz","Ashburton",51.30,0.00,200.00,"Rahul Beeharry",52.00,3.00,45,0,0,"Approved Plates, Lugging Bit, Side Winkers",285563,"THE BOLD ONE (NZ) 2010",224948,"DRUMYELLOW (NZ) 2001",
