UniqueID,Track,DayType,TrackCondition,TrackConditionScale,Distance,NoAllowances,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,Age,Gender,Weight,Finishingposition,TrainerLocation,StartingPriceWin,CarriedWeight,DomesticRating,HurdlesRating,SteeplesRating,SireID,DamID
0,1,2,0,4,1200,0,2,1,0,4,2,4,2,58.5,0,55,17.3,58.5,45,0,0,287687,191110
1,1,2,0,4,1200,0,2,1,0,4,2,4,2,58.5,0,43,72.4,56.5,45,0,0,255989,287634
2,1,2,0,4,1200,0,2,1,0,4,2,3,2,57.0,0,43,2.5,54.0,53,0,0,313325,260918
3,1,2,0,4,1200,0,2,1,0,4,2,3,2,57.0,0,20,36.0,57.0,45,0,0,325005,259083
4,1,2,0,4,1200,0,2,1,0,4,2,4,4,56.5,0,70,2.6,55.5,54,0,0,255627,223780
5,1,2,0,4,1200,0,2,1,0,4,2,4,4,56.5,0,7,15.0,56.5,45,0,0,257403,222083
6,1,2,0,4,1200,0,2,1,0,4,2,4,4,56.5,0,71,40.9,56.5,45,0,0,313448,236680
7,1,2,0,4,1200,0,2,1,0,4,2,6,4,56.5,0,71,17.4,56.5,45,0,0,265282,230820
8,1,2,0,4,1200,0,2,1,0,4,2,3,1,55.0,1,3,5.9,55.0,51,0,0,268744,258957
9,1,2,0,4,1200,0,2,1,0,4,2,4,2,58.5,1,43,8.9,58.5,45,0,0,258606,247697
10,1,2,0,4,1200,0,2,1,0,4,2,5,2,58.5,0,25,30.9,55.5,45,0,0,244648,266003
11,1,2,0,4,1200,0,2,1,0,4,2,6,2,58.5,0,43,28.0,58.5,45,0,0,211629,267497
12,1,2,0,4,1200,0,2,1,0,4,2,3,2,57.0,0,55,16.9,54.0,45,0,0,325005,350962
13,1,2,0,4,1200,0,2,1,0,4,2,5,4,56.5,0,48,3.8,54.5,54,0,0,337149,339852
14,1,2,0,4,1200,0,2,1,0,4,2,5,4,56.5,0,71,9.9,56.5,51,0,0,287776,230283
15,1,2,0,4,1200,0,2,1,0,4,2,5,4,56.5,0,73,2.6,57.0,50,0,0,211629,248714
16,1,2,0,4,1200,0,2,1,0,4,2,4,4,56.5,0,71,29.1,56.5,46,0,0,287689,337949
17,1,2,0,4,1200,0,2,1,0,4,2,5,4,56.5,0,43,9.5,56.5,45,0,0,247685,269191
18,1,2,0,4,1200,0,2,1,0,4,2,4,4,56.5,0,70,13.5,56.5,45,0,0,338027,246792
19,1,2,0,4,1200,0,2,0,0,4,2,4,2,59.0,1,71,4.2,59.0,63,0,0,276923,216041
20,1,2,0,4,1200,0,2,0,0,4,2,5,2,58.0,0,48,11.6,58.0,61,0,0,313390,272071
21,1,2,0,4,1200,0,2,0,0,4,2,5,2,58.0,0,3,12.5,58.0,61,0,0,172521,256217
22,1,2,0,4,1200,0,2,0,0,4,2,6,4,57.5,0,3,13.0,57.5,64,0,0,216698,285465
23,1,2,0,4,1200,0,2,0,0,4,2,4,2,57.5,0,3,3.9,57.5,60,0,0,344095,366271
24,1,2,0,4,1200,0,2,0,0,4,2,4,2,57.5,0,44,19.7,57.5,60,0,0,301937,278624
25,1,2,0,4,1200,0,2,0,0,4,2,6,2,57.0,0,15,43.7,57.0,59,0,0,263679,246884
26,1,2,0,4,1200,0,2,0,0,4,2,5,4,56.5,0,55,28.5,53.5,62,0,0,313563,211067
27,1,2,0,4,1200,0,2,0,0,4,2,6,4,56.0,0,3,25.5,53.0,61,0,0,280637,265049
28,1,2,0,4,1200,0,2,0,0,4,2,4,4,56.0,0,73,18.8,56.0,61,0,0,287687,239893
29,1,2,0,4,1200,0,2,0,0,4,2,3,1,55.0,0,70,6.3,55.0,62,0,0,350344,255009
30,1,2,0,4,1200,0,2,0,0,4,2,4,4,55.0,0,43,10.7,53.0,59,0,0,302210,273147
31,1,2,0,4,2215,0,2,0,0,4,2,8,2,59.0,0,3,9.0,59.0,68,0,0,287883,235689
32,1,2,0,4,2215,0,2,0,0,4,2,8,2,58.0,0,43,34.3,58.0,66,0,0,238720,256363
33,1,2,0,4,2215,0,2,0,0,4,2,6,2,57.5,0,43,9.0,57.5,65,0,0,313563,227705
34,1,2,0,4,2215,0,2,0,0,4,2,6,2,57.0,0,70,6.4,57.0,64,0,0,277609,187419
35,1,2,0,4,2215,0,2,0,0,4,2,7,4,56.5,0,70,5.6,56.5,67,0,0,277609,235773
36,1,2,0,4,2215,0,2,0,0,4,2,7,2,56.5,1,21,12.6,56.5,63,0,0,301053,241892
37,1,2,0,4,2215,0,2,0,0,4,2,7,2,55.0,0,20,21.4,52.0,60,0,0,255989,214675
38,1,2,0,4,2215,0,2,0,0,4,2,8,4,54.5,0,15,17.5,54.5,63,0,0,250526,232296
39,1,2,0,4,2215,0,2,0,0,4,2,6,2,54.5,0,20,6.6,54.5,59,0,0,287689,252291
40,1,2,0,4,2215,0,2,0,0,4,2,7,4,54.0,0,3,8.4,54.0,62,0,0,241392,232297
41,1,2,0,4,2215,0,2,0,0,4,2,9,2,54.0,0,43,9.4,51.0,57,50,0,248656,271431
42,1,2,0,4,2215,0,2,0,0,4,2,7,2,54.0,0,43,21.1,52.0,55,0,0,226093,164538
43,1,2,0,4,1400,0,2,1,0,4,2,4,2,58.5,0,3,6.6,55.5,54,0,0,236672,227495
44,1,2,0,4,1400,0,2,1,0,4,2,5,2,58.5,1,43,2.5,55.5,53,0,0,264625,249090
45,1,2,0,4,1400,0,2,1,0,4,2,4,2,58.5,0,3,10.3,58.5,53,0,0,313448,233701
46,1,2,0,4,1400,0,2,1,0,4,2,4,2,58.5,0,3,60.0,58.5,45,0,0,255627,235957
47,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,71,5.6,56.5,54,0,0,313563,264745
48,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,43,18.6,56.5,50,0,0,287683,286494
49,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,15,23.0,54.5,50,0,0,280637,277853
50,1,2,0,4,1400,0,2,1,0,4,2,6,4,56.5,0,3,40.9,56.5,50,0,0,287687,168940
51,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,70,10.8,57.0,47,0,0,338027,269157
52,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,55,54.3,56.5,46,0,0,222919,269025
53,1,2,0,4,1400,0,2,1,0,4,2,4,4,56.5,0,43,79.9,53.5,45,0,0,273123,257101
54,1,2,0,4,1400,0,2,1,0,4,2,3,1,55.0,0,48,14.3,55.0,51,0,0,380783,380780
55,1,2,0,4,1400,0,2,1,0,4,2,3,1,55.0,0,3,37.2,54.0,45,0,0,313564,278182
56,1,2,0,4,1400,0,2,1,0,4,2,5,4,56.5,0,69,73.4,56.5,45,0,0,311714,264356
57,1,2,0,4,1400,0,2,0,0,4,2,6,2,60.0,0,70,3.6,57.0,74,0,0,242439,216269
58,1,2,0,4,1400,0,2,0,0,4,2,7,2,59.5,0,43,19.6,56.5,73,0,0,250272,203923
59,1,2,0,4,1400,0,2,0,0,4,2,6,2,57.5,0,15,12.1,57.5,69,0,0,238720,224819
60,1,2,0,4,1400,0,2,0,0,4,2,9,2,57.0,0,25,22.8,55.0,68,0,0,238708,222242
61,1,2,0,4,1400,0,2,0,0,4,2,4,2,57.0,0,43,10.9,55.0,68,0,0,313325,246554
62,1,2,0,4,1400,0,2,0,0,4,2,5,2,56.5,1,48,11.8,55.5,67,0,0,268640,257094
63,1,2,0,4,1400,0,2,0,0,4,2,5,4,55.0,0,70,15.0,55.0,68,0,0,215366,244787
64,1,2,0,4,1400,0,2,0,0,4,2,6,4,54.5,0,43,4.7,50.5,67,0,0,278260,273785
65,1,2,0,4,1400,0,2,0,0,4,2,8,4,54.5,0,3,7.3,54.5,67,0,0,288467,300897
66,1,2,0,4,1400,0,2,0,0,4,2,8,4,54.0,0,3,8.0,54.0,62,0,0,287687,221921
67,1,2,0,4,1400,0,2,0,0,4,2,6,4,54.0,0,43,70.3,51.0,55,0,0,242513,260864
68,1,2,0,4,1600,0,2,1,0,4,2,8,2,58.5,1,3,5.1,58.5,54,0,0,244452,175539
69,1,2,0,4,1600,0,2,1,0,4,2,4,2,58.5,0,73,2.1,58.5,53,0,0,211629,261793
70,1,2,0,4,1600,0,2,1,0,4,2,5,2,58.5,0,3,21.4,58.5,49,0,0,273123,236009
71,1,2,0,4,1600,0,2,1,0,4,2,5,2,58.5,0,3,19.9,58.5,49,0,0,255627,235957
72,1,2,0,4,1600,0,2,1,0,4,2,6,2,58.5,0,3,47.0,58.5,49,0,0,242439,239283
73,1,2,0,4,1600,0,2,1,0,4,2,5,2,58.5,0,20,55.8,58.5,45,0,0,241092,224346
74,1,2,0,4,1600,0,2,1,0,4,2,6,2,58.5,0,70,49.0,57.5,45,0,0,277609,223677
75,1,2,0,4,1600,0,2,1,0,4,2,5,4,56.5,0,70,9.1,56.5,51,0,0,285139,212373
76,1,2,0,4,1600,0,2,1,0,4,2,4,4,56.5,0,3,10.7,56.5,46,0,0,337951,338183
77,1,2,0,4,1600,0,2,1,0,4,2,5,4,56.5,0,3,51.9,53.5,45,0,0,277609,272482
78,1,2,0,4,1600,0,2,1,0,4,2,5,4,56.5,0,71,49.8,56.5,45,0,0,193564,259097
79,1,2,0,4,1600,0,2,1,0,4,2,5,4,56.5,0,70,15.9,54.5,45,0,0,255627,190213
80,1,2,0,4,1600,0,2,1,0,4,2,5,4,56.5,0,43,72.7,53.5,45,0,0,313563,259571
81,1,2,0,4,1600,0,2,1,0,4,2,3,1,55.0,0,3,22.3,52.0,45,0,0,287687,278917
82,1,2,0,4,1600,0,2,0,0,4,2,5,2,59.5,1,3,4.9,59.5,64,0,0,278240,253534
83,1,2,0,4,1600,0,2,0,0,4,2,4,2,58.5,0,70,16.7,56.5,62,0,0,268640,242886
84,1,2,0,4,1600,0,2,0,0,4,2,5,2,58.0,0,15,4.5,58.0,61,0,0,238720,223818
85,1,2,0,4,1600,0,2,0,0,4,2,8,2,58.0,0,15,9.3,58.0,61,0,0,255627,194531
86,1,2,0,4,1600,0,2,0,0,4,2,7,2,58.0,0,70,13.8,58.0,61,0,0,301053,235288
87,1,2,0,4,1600,0,2,0,0,4,2,5,2,57.0,0,43,34.5,57.0,59,0,0,239040,337949
88,1,2,0,4,1600,0,2,0,0,4,2,6,4,56.0,0,70,28.8,53.0,61,0,0,277609,246777
89,1,2,0,4,1600,0,2,0,0,4,2,6,2,56.0,0,71,12.9,55.0,57,0,0,255989,233124
90,1,2,0,4,1600,0,2,0,0,4,2,6,4,55.5,0,70,15.3,55.5,60,0,0,287450,251065
91,1,2,0,4,1600,0,2,0,0,4,2,7,2,55.0,0,42,12.9,55.0,55,0,0,250799,253615
92,1,2,0,4,1600,0,2,0,0,4,2,8,4,54.5,0,43,13.1,51.5,58,0,0,278260,211609
93,1,2,0,4,1600,0,2,0,0,4,2,6,4,54.0,0,42,6.1,54.0,57,0,0,258606,247324
94,1,2,0,4,1600,0,2,0,0,4,2,6,2,59.0,0,44,3.2,55.0,63,0,0,313325,246402
95,1,2,0,4,1600,0,2,0,0,4,2,5,2,58.5,0,3,6.7,58.5,62,0,0,238720,246872
96,1,2,0,4,1600,0,2,0,0,4,2,5,2,57.5,0,42,4.3,57.5,60,0,0,211629,257346
97,1,2,0,4,1600,0,2,0,0,4,2,5,2,57.5,0,70,8.4,57.5,60,0,0,301053,235288
98,1,2,0,4,1600,0,2,0,0,4,2,6,4,57.0,0,71,34.6,54.0,63,0,0,277609,255547
99,1,2,0,4,1600,0,2,0,0,4,2,7,2,57.0,0,20,8.6,57.0,59,0,0,248728,260810
100,1,2,0,4,1600,0,2,0,0,4,2,5,4,55.0,0,70,14.1,55.0,59,0,0,313564,254098
101,1,2,0,4,1600,0,2,0,0,4,2,11,2,55.0,0,71,37.4,54.0,55,58,50,226925,182891
102,1,2,0,4,1600,0,2,0,0,4,2,6,4,54.5,0,55,17.1,51.5,58,0,0,225552,287611
103,1,2,0,4,1600,0,2,0,0,4,2,5,4,54.0,1,48,12.4,52.0,57,0,0,244648,265997
104,9,2,0,5,1800,0,2,1,0,5,1,4,2,58.5,0,29,24.1,58.5,47,0,0,241392,254361
105,9,2,0,5,1800,0,2,1,0,5,1,9,2,58.5,0,17,46.0,55.5,45,0,0,256540,244163
106,9,2,0,5,1800,0,2,1,0,5,1,5,2,58.5,0,27,51.3,58.5,45,0,0,238720,209585
107,9,2,0,5,1800,0,2,1,0,5,1,4,2,58.5,0,11,14.0,57.5,45,0,0,238456,283272
108,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,11,3.2,56.5,54,0,0,238456,296568
109,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,29,14.2,56.5,50,0,0,301937,265314
110,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,11,17.5,55.5,49,0,0,313564,278797
111,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,27,6.8,56.5,46,0,0,287683,208326
112,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,1,11,62.8,55.5,45,0,0,230462,229980
113,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,50,40.5,56.5,45,0,0,313325,232998
114,9,2,0,5,1800,0,2,1,0,5,1,4,4,56.5,0,27,19.0,56.5,45,0,0,344095,339842
115,9,2,0,5,1800,0,2,1,0,5,1,3,1,55.0,0,11,2.9,55.0,51,0,0,301393,364798
116,9,2,0,5,1800,0,2,1,0,5,1,3,1,55.0,0,14,66.7,52.0,45,0,0,300491,253552
117,9,2,0,5,1100,0,2,1,0,5,1,4,2,58.5,0,27,2.6,57.5,54,0,0,238870,381911
118,9,2,0,5,1100,0,2,1,0,5,1,4,2,58.5,0,29,15.0,58.5,50,0,0,249127,239907
119,9,2,0,5,1100,0,2,1,0,5,1,4,3,58.5,0,17,72.9,55.5,45,0,0,247685,337326
120,9,2,0,5,1100,0,2,1,0,5,1,4,2,58.5,0,52,42.5,57.5,45,0,0,219877,396956
121,9,2,0,5,1100,0,2,1,0,5,1,3,2,57.0,0,29,14.7,57.0,45,0,0,255433,224044
122,9,2,0,5,1100,0,2,1,0,5,1,4,4,56.5,0,29,23.2,56.5,50,0,0,337555,284561
123,9,2,0,5,1100,0,2,1,0,5,1,5,4,56.5,0,11,17.1,56.5,45,0,0,268640,237890
124,9,2,0,5,1100,0,2,1,0,5,1,6,4,56.5,0,17,27.4,55.5,45,0,0,287687,271306
125,9,2,0,5,1100,0,2,1,0,5,1,3,1,55.0,1,11,2.0,55.0,47,0,0,255989,262017
126,9,2,0,5,1100,0,2,1,0,5,1,3,1,55.0,0,58,43.2,55.0,45,0,0,244799,314914
127,9,2,0,5,1100,0,2,1,0,5,1,4,2,58.5,0,18,49.1,58.5,45,0,0,337177,365453
128,9,2,0,5,1100,0,2,1,0,5,1,3,2,57.0,1,29,2.6,55.5,52,0,0,287687,287628
129,9,2,0,5,1100,0,2,1,0,5,1,4,4,56.5,0,29,5.7,56.5,51,0,0,280637,223420
130,9,2,0,5,1100,0,2,1,0,5,1,5,4,56.5,0,50,14.8,55.5,50,0,0,268744,249677
131,9,2,0,5,1100,0,2,1,0,5,1,4,4,56.5,0,11,40.8,55.5,46,0,0,264625,258783
132,9,2,0,5,1100,0,2,1,0,5,1,4,4,56.5,0,17,98.3,53.5,45,0,0,268744,237752
133,9,2,0,5,1100,0,2,1,0,5,1,5,4,56.5,0,52,61.5,56.5,45,0,0,242640,242662
134,9,2,0,5,1100,0,2,1,0,5,1,5,4,56.5,0,27,25.6,56.5,45,0,0,287687,257312
135,9,2,0,5,1100,0,2,1,0,5,1,3,1,55.0,0,11,4.4,55.0,47,0,0,271956,272382
136,9,2,0,5,1100,0,2,1,0,5,1,3,1,55.0,0,11,5.1,55.0,47,0,0,252271,251499
137,9,2,0,5,1100,0,2,1,0,5,1,3,1,55.0,0,29,32.6,52.0,45,0,0,241092,238840
138,9,2,0,5,1400,0,0,1,0,5,1,4,4,57.5,0,66,3.4,57.5,54,0,0,313448,239145
139,9,2,0,5,1400,0,0,1,0,5,1,5,4,57.5,0,29,11.5,56.5,54,0,0,313564,252326
140,9,2,0,5,1400,0,0,1,0,5,1,4,4,57.5,0,11,11.7,57.5,53,0,0,248656,273695
141,9,2,0,5,1400,0,0,1,0,5,1,4,4,57.5,0,27,9.3,57.5,50,0,0,287683,240391
142,9,2,0,5,1400,0,0,1,0,5,1,4,4,57.5,0,27,31.4,57.5,46,0,0,193564,276637
143,9,2,0,5,1400,0,0,1,0,5,1,4,4,57.5,0,58,52.8,56.5,45,0,0,325398,351086
144,9,2,0,5,1400,0,0,1,0,5,1,5,4,57.5,0,26,28.3,53.5,45,0,0,289930,248312
145,9,2,0,5,1400,0,0,1,0,5,1,5,4,57.5,0,29,16.7,57.5,45,0,0,250799,265292
146,9,2,0,5,1400,0,0,1,0,5,1,3,1,56.0,0,17,5.6,55.5,63,0,0,350875,290201
147,9,2,0,5,1400,0,0,1,0,5,1,3,1,56.0,1,29,3.5,53.0,52,0,0,353230,290103
148,9,2,0,5,1400,0,0,1,0,5,1,7,4,57.5,0,17,74.2,56.5,45,0,0,244799,157178
149,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,11,8.6,57.5,50,0,0,337951,269003
150,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,52,8.6,57.5,50,0,0,313448,257755
151,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,29,31.5,54.5,47,0,0,291339,227220
152,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,11,14.7,57.5,45,0,0,238456,261793
153,9,2,0,5,1400,0,2,1,0,5,1,3,1,55.5,1,29,1.9,55.5,54,0,0,300453,218015
154,9,2,0,5,1400,0,2,1,0,5,1,3,1,55.5,0,29,9.6,55.5,52,0,0,285563,267862
155,9,2,0,5,1400,0,2,1,0,5,1,3,1,55.5,0,29,7.8,54.5,51,0,0,280637,240437
156,9,2,0,5,1400,0,2,1,0,5,1,3,1,55.5,0,29,26.2,54.5,45,0,0,271558,269485
157,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,58,97.7,57.5,45,0,0,244799,245240
158,9,2,0,5,1400,0,2,1,0,5,1,3,2,57.5,0,29,46.9,57.5,45,0,0,337951,284400
159,9,2,0,5,1400,0,2,1,0,5,1,3,1,55.5,0,27,37.4,54.5,45,0,0,230462,314069
160,9,2,0,5,1200,0,2,0,0,5,1,3,2,57.5,0,29,5.4,57.5,63,0,0,313448,264325
161,9,2,0,5,1200,0,2,0,0,5,1,3,2,57.5,0,29,1.5,57.5,63,0,0,271956,281226
162,9,2,0,5,1200,0,2,0,0,5,1,7,2,57.5,0,47,22.7,54.5,60,0,0,248728,248868
163,9,2,0,5,1200,0,2,0,0,5,1,5,2,57.5,0,11,19.3,57.5,60,0,0,268640,264278
164,9,2,0,5,1200,0,2,0,0,5,1,5,4,57.0,0,29,11.5,55.5,63,0,0,301053,258399
165,9,2,0,5,1200,0,2,0,0,5,1,6,4,56.0,0,29,15.7,56.0,61,0,0,247685,239907
166,9,2,0,5,1200,0,2,0,0,5,1,4,4,56.0,1,11,19.5,56.0,61,0,0,268640,276690
167,9,2,0,5,1200,0,2,0,0,5,1,6,4,55.0,0,58,20.6,55.0,59,0,0,313325,243038
168,9,2,0,5,1200,0,2,0,0,5,1,7,4,54.0,0,17,76.4,53.0,55,0,0,278350,252427
169,9,2,0,5,1100,0,2,0,0,5,1,7,2,60.0,0,29,7.0,58.0,74,0,0,302210,246307
170,9,2,0,5,1100,0,2,0,0,5,1,6,2,58.5,0,27,8.9,57.5,71,0,0,238780,253993
171,9,2,0,5,1100,0,2,0,0,5,1,5,2,58.5,0,29,22.2,57.5,71,0,0,301053,264918
172,9,2,0,5,1100,0,2,0,0,5,1,4,4,57.0,1,27,2.1,57.0,72,0,0,268744,241235
173,9,2,0,5,1100,0,2,0,0,5,1,4,4,56.5,0,26,5.5,56.5,71,0,0,381715,381710
174,9,2,0,5,1100,0,2,0,0,5,1,5,4,54.5,0,29,16.2,54.5,67,0,0,300392,267611
175,9,2,0,5,1100,0,2,0,0,5,1,4,4,54.5,0,27,5.7,50.5,67,0,0,268744,230580
176,9,2,0,5,1600,0,2,0,0,5,1,5,2,59.0,0,27,2.8,59.0,62,0,0,238456,245059
177,9,2,0,5,1600,0,2,0,0,5,1,5,2,59.0,0,6,15.2,57.0,62,0,0,278260,238727
178,9,2,0,5,1600,0,2,0,0,5,1,6,2,58.5,0,27,9.2,58.5,61,0,0,215366,287649
179,9,2,0,5,1600,0,2,0,0,5,1,7,2,57.0,0,47,35.7,53.0,58,0,0,258606,241189
180,9,2,0,5,1600,0,2,0,0,5,1,5,4,56.5,1,11,5.4,56.5,61,0,0,301053,239893
181,9,2,0,5,1600,0,2,0,0,5,1,6,4,56.0,0,17,34.8,56.0,60,0,0,256344,249688
182,9,2,0,5,1600,0,2,0,0,5,1,4,4,56.0,0,47,26.6,55.0,60,0,0,301937,278374
183,9,2,0,5,1600,0,2,0,0,5,1,6,2,55.5,0,11,9.3,54.5,55,0,0,313448,279503
184,9,2,0,5,1600,0,2,0,0,5,1,6,4,55.0,0,75,9.4,55.0,58,0,0,255989,257101
185,9,2,0,5,1600,0,2,0,0,5,1,7,4,55.0,0,47,7.7,51.0,58,0,0,243502,235008
186,9,2,0,5,1600,0,2,0,0,5,1,6,4,54.0,0,17,63.8,51.0,55,0,0,269429,220877
187,9,2,0,5,1600,0,2,0,0,5,1,5,4,54.0,0,47,45.5,51.0,55,0,0,301053,269165
188,9,2,0,5,2000,0,2,0,0,5,1,10,2,59.0,1,17,10.3,59.0,67,0,0,189118,222510
189,9,2,0,5,2000,0,2,0,0,5,1,8,2,59.0,0,29,3.5,59.0,67,0,0,218283,213558
190,9,2,0,5,2000,0,2,0,0,5,1,7,4,57.5,0,29,11.4,53.5,68,0,0,244648,230760
191,9,2,0,5,2000,0,2,0,0,5,1,6,4,57.0,0,14,6.4,57.0,67,0,0,248728,300060
192,9,2,0,5,2000,0,2,0,0,5,1,6,4,54.5,0,29,3.4,54.5,62,0,0,278260,248767
193,9,2,0,5,2000,0,2,0,0,5,1,6,4,54.5,0,47,6.5,53.5,62,0,0,242640,274325
194,9,2,0,5,2000,0,2,0,0,5,1,5,2,54.0,0,47,14.1,54.0,55,0,0,238720,196626
195,9,2,0,5,2000,0,2,0,0,5,1,7,2,54.0,0,47,20.9,54.0,55,0,0,278104,191392
196,12,3,0,4,2100,0,2,0,0,4,1,7,2,61.5,0,11,23.2,58.5,77,0,0,238720,234790
197,12,3,0,4,2100,0,2,0,0,4,1,7,2,60.5,0,11,22.7,60.5,75,0,0,271315,313265
198,12,3,0,4,2100,0,2,0,0,4,1,5,4,60.0,0,11,8.0,58.0,78,0,0,248656,184753
199,12,3,0,4,2100,0,2,0,0,4,1,5,2,60.0,0,11,2.8,60.0,74,0,0,244847,251502
200,12,3,0,4,2100,0,2,0,0,4,1,5,4,59.5,0,22,10.8,59.5,77,0,0,238456,301529
201,12,3,0,4,2100,0,2,0,0,4,1,7,4,59.0,0,45,34.5,59.0,76,0,0,216831,262129
202,12,3,0,4,2100,0,2,0,0,4,1,4,4,58.5,0,38,12.4,55.5,75,0,0,304111,212106
203,12,3,0,4,2100,0,2,0,0,4,1,6,4,57.5,0,11,11.4,54.5,73,0,0,265282,271805
204,12,3,0,4,2100,0,2,0,0,4,1,5,2,57.5,1,38,16.7,57.5,69,0,0,230462,236410
205,12,3,0,4,2100,0,2,0,0,4,1,6,4,57.0,0,27,14.1,57.0,72,0,0,248656,207633
206,12,3,0,4,2100,0,2,0,0,4,1,4,2,56.5,0,11,11.1,56.5,67,0,0,301937,278019
207,12,3,0,4,2100,0,2,0,0,4,1,4,4,55.0,0,46,17.9,55.0,68,0,0,287689,253099
208,12,3,0,4,2100,0,2,0,0,4,1,4,4,54.5,0,10,18.5,53.5,67,0,0,211629,234448
387,18,2,3,7,2100,0,2,1,3,7,3,5,2,58.5,0,10,2.5,58.5,54,0,0,264906,193554
388,18,2,3,7,2100,0,2,1,3,7,3,5,2,58.5,0,11,13.3,55.5,50,0,0,328811,270786
389,18,2,3,7,2100,0,2,1,3,7,3,5,2,58.5,0,1,17.9,58.5,50,0,0,238720,236734
390,18,2,3,7,2100,0,2,1,3,7,3,4,2,58.5,0,11,8.3,58.5,49,0,0,255989,260845
391,18,2,3,7,2100,0,2,1,3,7,3,5,2,58.5,0,27,42.2,55.5,45,0,0,301937,253067
392,18,2,3,7,2100,0,2,1,3,7,3,4,2,58.5,0,27,38.0,58.5,45,0,0,265282,326072
393,18,2,3,7,2100,0,2,1,3,7,3,4,4,56.5,1,52,7.4,56.5,54,0,0,242640,262237
394,18,2,3,7,2100,0,2,1,3,7,3,4,4,56.5,0,52,6.4,56.5,52,0,0,311714,349809
395,18,2,3,7,2100,0,2,1,3,7,3,4,4,56.5,0,38,15.4,56.5,51,0,0,287450,265606
396,18,2,3,7,2100,0,2,1,3,7,3,6,4,56.5,0,52,75.3,53.5,45,0,0,254654,204434
397,18,2,3,7,2100,0,2,1,3,7,3,4,4,56.5,0,46,13.9,56.5,45,0,0,301937,299763
398,18,2,3,7,2100,0,2,1,3,7,3,5,4,56.5,0,27,60.2,55.5,45,0,0,287683,247912
399,18,2,3,7,2100,0,2,1,3,7,3,5,2,58.5,0,45,45.6,58.5,45,0,0,276923,227279
400,18,2,3,7,2100,0,2,1,3,7,3,5,4,56.5,0,11,69.4,55.5,45,0,0,287689,276179
401,18,2,3,7,2100,0,2,0,3,7,3,5,2,59.0,0,27,5.7,59.0,63,0,0,248656,259465
402,18,2,3,7,2100,0,2,0,3,7,3,4,2,59.0,0,11,5.0,59.0,63,0,0,257403,236006
403,18,2,3,7,2100,0,2,0,3,7,3,4,2,58.5,0,11,22.9,58.5,62,0,0,301937,278866
404,18,2,3,7,2100,0,2,0,3,7,3,5,2,58.5,1,52,6.7,58.5,62,0,0,241392,278870
405,18,2,3,7,2100,0,2,0,3,7,3,4,2,58.0,0,52,50.5,56.0,61,0,0,324908,298870
406,18,2,3,7,2100,0,2,0,3,7,3,6,2,58.0,0,51,14.2,58.0,61,0,0,278104,275464
407,18,2,3,7,2100,0,2,0,3,7,3,6,2,57.0,0,51,30.2,56.0,59,0,0,269429,246544
408,18,2,3,7,2100,0,2,0,3,7,3,5,2,56.5,0,58,24.6,56.5,58,0,0,277059,262327
409,18,2,3,7,2100,0,2,0,3,7,3,7,2,56.5,0,5,47.2,56.5,58,0,0,302210,211703
410,18,2,3,7,2100,0,2,0,3,7,3,8,2,56.5,0,58,10.2,56.5,58,0,0,244646,379590
411,18,2,3,7,2100,0,2,0,3,7,3,4,4,56.0,0,27,14.1,53.0,61,0,0,313564,269782
412,18,2,3,7,2100,0,2,0,3,7,3,4,4,55.5,0,11,4.7,52.5,60,0,0,230462,285865
413,18,2,3,7,2100,0,2,0,3,7,3,6,4,54.0,0,27,57.6,54.0,56,0,0,302210,220873
414,18,2,3,7,2100,0,2,0,3,7,3,4,2,55.0,0,2,24.6,55.0,55,0,0,238720,270965
415,18,2,3,7,1200,0,2,1,3,7,3,4,2,58.5,0,16,11.7,58.5,52,0,0,313448,241185
416,18,2,3,7,1200,0,2,1,3,7,3,3,2,57.0,0,46,27.1,56.0,51,0,0,337096,380900
417,18,2,3,7,1200,0,2,1,3,7,3,3,2,57.0,0,11,2.8,57.0,47,0,0,300491,286203
418,18,2,3,7,1200,0,2,1,3,7,3,3,2,57.0,1,52,7.8,54.0,47,0,0,350344,282146
419,18,2,3,7,1200,0,2,1,3,7,3,3,2,57.0,0,11,37.3,55.0,47,0,0,365439,398117
